cnpjPartido;recibo;cnpjDoador;data;valor;id;sigla
03325935000136; ;20592593000130;06-AUG-14;1600;6576;PC do B 
03325935000136; ;20592593000130;06-AUG-14;1600;6577;PC do B 
03325935000136; ;20592593000130;03-AUG-14;339999;6578;PC do B 
03325935000136; ;20592593000130;21-AUG-14;1837.5;6579;PC do B 
03325935000136; ;20592593000130;21-AUG-14;1837.5;6580;PC do B 
03325935000136; ;20592593000130;21-AUG-14;1837.5;6581;PC do B 
03325935000136; ;20592593000130;21-AUG-14;1837.5;6582;PC do B 
03325935000136; ;20592593000130;21-AUG-14;1837.5;6583;PC do B 
03325935000136; ;20592593000130;21-AUG-14;2450;6584;PC do B 
03325935000136; ;20592593000130;20-AUG-14;3000;6585;PC do B 
03325935000136; ;20592593000130;20-AUG-14;6000;6586;PC do B 
03325935000136; ;20592593000130;20-AUG-14;3000;6587;PC do B 
03325935000136; ;20592593000130;20-AUG-14;3000;6588;PC do B 
03325935000136; ;20592593000130;20-AUG-14;6000;6589;PC do B 
03325935000136; ;20592593000130;20-AUG-14;3000;6590;PC do B 
03325935000136; ;20592593000130;20-AUG-14;3000;6591;PC do B 
03325935000136; ;20592593000130;20-AUG-14;3000;6592;PC do B 
03325935000136; ;20592593000130;20-AUG-14;3000;6593;PC do B 
03325935000136; ;20592593000130;20-AUG-14;3000;6594;PC do B 
03325935000136; ;20592593000130;20-AUG-14;6000;6595;PC do B 
03325935000136; ;20592593000130;20-AUG-14;3000;6596;PC do B 
03325935000136; ;20592593000130;20-AUG-14;3000;6597;PC do B 
03325935000136; ;20592593000130;20-AUG-14;3000;6598;PC do B 
03325935000136; ;20592593000130;20-AUG-14;6000;6599;PC do B 
03325935000136; ;20592593000130;20-AUG-14;6000;6600;PC do B 
03325935000136; ;20592593000130;20-AUG-14;6000;6601;PC do B 
03325935000136; ;20592593000130;20-AUG-14;6000;6602;PC do B 
03325935000136; ;20592593000130;14-AUG-14;1225;6603;PC do B 
03325935000136; ;20592593000130;14-AUG-14;2450;6604;PC do B 
03325935000136; ;20592593000130;20-AUG-14;1225;6605;PC do B 
03325935000136; ;20592593000130;20-AUG-14;5980;6606;PC do B 
03325935000136; ;20592593000130;20-AUG-14;8970;6607;PC do B 
03325935000136; ;20592593000130;20-AUG-14;5980;6608;PC do B 
03325935000136; ;20592593000130;20-AUG-14;11960;6609;PC do B 
03325935000136; ;20592593000130;20-AUG-14;8970;6610;PC do B 
03325935000136; ;20592593000130;20-AUG-14;11960;6611;PC do B 
03325935000136; ;20592593000130;20-AUG-14;11960;6612;PC do B 
03325935000136; ;20592593000130;20-AUG-14;11960;6613;PC do B 
03325935000136; ;20592593000130;20-AUG-14;38870;6614;PC do B 
03325935000136; ;20592593000130;20-AUG-14;11600;6615;PC do B 
03325935000136; ;20592593000130;20-AUG-14;5980;6616;PC do B 
03325935000136; ;20592593000130;20-AUG-14;8970;6617;PC do B 
03325935000136; ;20592593000130;20-AUG-14;8970;6618;PC do B 
03325935000136; ;20592593000130;13-AUG-14;12500;6619;PC do B 
03325935000136; ;20592593000130;05-AUG-14;9000;6620;PC do B 
03325935000136; ;20592593000130;05-AUG-14;15000;6621;PC do B 
03325935000136; ;20592593000130;05-AUG-14;3000;6622;PC do B 
03325935000136; ;20592593000130;05-AUG-14;24000;6623;PC do B 
03325935000136; ;20592593000130;05-AUG-14;18000;6624;PC do B 
03325935000136; ;20592593000130;05-AUG-14;15000;6625;PC do B 
03325935000136; ;20592593000130;05-AUG-14;15000;6626;PC do B 
03325935000136; ;20592593000130;05-AUG-14;15000;6627;PC do B 
03325935000136; ;20592593000130;05-AUG-14;15000;6628;PC do B 
03325935000136; ;20592593000130;05-AUG-14;9000;6629;PC do B 
03325935000136; ;20592593000130;05-AUG-14;9000;6630;PC do B 
03325935000136; ;20592593000130;05-AUG-14;9000;6631;PC do B 
03325935000136; ;20592593000130;05-AUG-14;9000;6632;PC do B 
03325935000136; ;20592593000130;05-AUG-14;6000;6633;PC do B 
03325935000136; ;20592593000130;05-AUG-14;6000;6634;PC do B 
03325935000136; ;20592593000130;05-AUG-14;6000;6635;PC do B 
03325935000136; ;20592593000130;05-AUG-14;6000;6636;PC do B 
03325935000136; ;20592593000130;05-AUG-14;6000;6637;PC do B 
03325935000136; ;20592593000130;05-AUG-14;3000;6638;PC do B 
03325935000136; ;20592593000130;05-AUG-14;3000;6639;PC do B 
03325935000136; ;20592593000130;05-AUG-14;3000;6640;PC do B 
03325935000136; ;20592593000130;05-AUG-14;3000;6641;PC do B 
03325935000136; ;20592593000130;05-AUG-14;1500;6642;PC do B 
03325935000136; ;20592593000130;05-AUG-14;1500;6643;PC do B 
03325935000136; ;20592593000130;05-AUG-14;1500;6644;PC do B 
03325935000136; ;20592593000130;05-AUG-14;15000;6645;PC do B 
03325935000136; ;20592593000130;05-AUG-14;15000;6646;PC do B 
03325935000136; ;20592593000130;08-AUG-14;2150;6647;PC do B 
03325935000136; ;20592593000130;07-AUG-14;3000;6648;PC do B 
03325935000136; ;20592593000130;06-AUG-14;1600;6649;PC do B 
03325935000136; ;20592593000130;06-JUL-14;800;6650;PC do B 
03325935000136; ;20592593000130;06-AUG-14;8000;6651;PC do B 
03325935000136; ;20592593000130;04-AUG-14;4200;6652;PC do B 
03325935000136; ;20592593000130;04-AUG-14;1400;6653;PC do B 
03325935000136; ;20592593000130;04-AUG-14;1400;6654;PC do B 
03325935000136; ;20592593000130;04-AUG-14;7000;6655;PC do B 
03325935000136; ;20592593000130;04-AUG-14;1400;6656;PC do B 
03325935000136; ;20592593000130;04-AUG-14;14000;6657;PC do B 
03325935000136; ;20592593000130;04-AUG-14;8000;6658;PC do B 
03325935000136; ;20592593000130;04-AUG-14;2200;6659;PC do B 
03325935000136; ;20592593000130;06-AUG-14;800;6660;PC do B 
03325935000136; ;20592593000130;06-AUG-14;8000;6661;PC do B 
03325935000136; ;20592593000130;06-AUG-14;8000;6662;PC do B 
03325935000136; ;20592593000130;06-AUG-14;4000;6663;PC do B 
03325935000136; ;20592593000130;06-AUG-14;4000;6664;PC do B 
03325935000136; ;20592593000130;06-AUG-14;4000;6665;PC do B 
03325935000136; ;20592593000130;06-AUG-14;4000;6666;PC do B 
03325935000136; ;20592593000130;06-AUG-14;4000;6667;PC do B 
03325935000136; ;20592593000130;06-AUG-14;4000;6668;PC do B 
03325935000136; ;20592593000130;06-AUG-14;3200;6669;PC do B 
03325935000136; ;20592593000130;06-AUG-14;2600;6670;PC do B 
03325935000136; ;20592593000130;06-AUG-14;2400;6671;PC do B 
03325935000136; ;20592593000130;06-AUG-14;2400;6672;PC do B 
03325935000136; ;20592593000130;06-AUG-14;2400;6673;PC do B 
03325935000136; ;20592593000130;06-AUG-14;2400;6674;PC do B 
03325935000136; ;20592593000130;06-AUG-14;2400;6675;PC do B 
03325935000136; ;20592593000130;06-AUG-14;2400;6676;PC do B 
03325935000136; ;20592593000130;06-AUG-14;2400;6677;PC do B 
03325935000136; ;20592593000130;06-AUG-14;2400;6678;PC do B 
03325935000136; ;20592593000130;06-AUG-14;2400;6679;PC do B 
03325935000136; ;20592593000130;06-AUG-14;2400;6680;PC do B 
03325935000136; ;20592593000130;06-AUG-14;2400;6681;PC do B 
03325935000136; ;20592593000130;06-AUG-14;2400;6682;PC do B 
03325935000136; ;20592593000130;06-AUG-14;2400;6683;PC do B 
03325935000136; ;20592593000130;06-AUG-14;2400;6684;PC do B 
03325935000136; ;20592593000130;06-AUG-14;2400;6685;PC do B 
03325935000136; ;20592593000130;06-AUG-14;2400;6686;PC do B 
03325935000136; ;20592593000130;06-AUG-14;1600;6687;PC do B 
03325935000136; ;20592593000130;06-AUG-14;1600;6688;PC do B 
03325935000136; ;20592593000130;06-AUG-14;1600;6689;PC do B 
03325935000136; ;20592593000130;06-AUG-14;1600;6690;PC do B 
03325935000136; ;20592593000130;06-AUG-14;1600;6691;PC do B 
03325935000136; ;20592593000130;06-AUG-14;1600;6692;PC do B 
03325935000136; ;20592593000130;06-AUG-14;1600;6693;PC do B 
03325935000136; ;20592593000130;06-AUG-14;800;6694;PC do B 
03325935000136; ;20592593000130;06-AUG-14;800;6695;PC do B 
03325935000136; ;20592593000130;06-AUG-14;800;6696;PC do B 
03325935000136; ;20592593000130;06-AUG-14;800;6697;PC do B 
03325935000136; ;20592593000130;06-AUG-14;800;6698;PC do B 
03325935000136; ;20592593000130;06-AUG-14;800;6699;PC do B 
03325935000136; ;20592593000130;06-AUG-14;800;6700;PC do B 
03325935000136; ;20592593000130;06-AUG-14;800;6701;PC do B 
03325935000136; ;20592593000130;06-AUG-14;800;6702;PC do B 
03325935000136; ;20592593000130;06-AUG-14;800;6703;PC do B 
03325935000136; ;20592593000130;06-AUG-14;800;6704;PC do B 
03325935000136; ;20592593000130;06-AUG-14;800;6705;PC do B 
03325935000136; ;20592593000130;06-AUG-14;800;6706;PC do B 
03325935000136; ;20592593000130;06-AUG-14;800;6707;PC do B 
03325935000136; ;20592593000130;06-AUG-14;800;6708;PC do B 
03325935000136; ;20592593000130;06-AUG-14;800;6709;PC do B 
03325935000136; ;20592593000130;06-AUG-14;800;6710;PC do B 
03325935000136; ;20592593000130;06-AUG-14;800;6711;PC do B 
03325935000136; ;20592593000130;06-AUG-14;800;6712;PC do B 
03325935000136; ;20592593000130;06-AUG-14;800;6713;PC do B 
03325935000136; ;20592593000130;06-AUG-14;2500;6714;PC do B 
03325935000136; ;20592593000130;06-AUG-14;10000;6715;PC do B 
03325935000136; ;20592593000130;06-AUG-14;2500;6716;PC do B 
03325935000136; ;20592593000130;06-AUG-14;1000;6717;PC do B 
03325935000136; ;20592593000130;06-AUG-14;500;6718;PC do B 
03325935000136; ;20592593000130;06-AUG-14;500;6719;PC do B 
03325935000136; ;20592593000130;06-AUG-14;2000;6720;PC do B 
03325935000136; ;20592593000130;06-AUG-14;6000;6721;PC do B 
03325935000136; ;20592593000130;06-AUG-14;3200;6722;PC do B 
03325935000136; ;20592593000130;06-AUG-14;2500;6723;PC do B 
03325935000136; ;20592593000130;06-AUG-14;10000;6724;PC do B 
03325935000136; ;20592593000130;06-AUG-14;10000;6725;PC do B 
03325935000136; ;20592593000130;06-AUG-14;10000;6726;PC do B 
03325935000136; ;20592593000130;06-AUG-14;1000;6727;PC do B 
03325935000136; ;20592593000130;06-AUG-14;1000;6728;PC do B 
03325935000136; ;20592593000130;06-AUG-14;1000;6729;PC do B 
03325935000136; ;20592593000130;06-AUG-14;7500;6730;PC do B 
03325935000136; ;20592593000130;06-AUG-14;7500;6731;PC do B 
03325935000136; ;20592593000130;06-AUG-14;10000;6732;PC do B 
03325935000136; ;20592593000130;06-AUG-14;5000;6733;PC do B 
03325935000136; ;20592593000130;06-AUG-14;5000;6734;PC do B 
03325935000136; ;20592593000130;06-AUG-14;5000;6735;PC do B 
20517352000126; ;20592593000130;03/09/2014;20000;6736;PR
20517352000126; ;20592593000130;03/09/2014;20000;6737;PR
20517352000126; ;20592593000130;03/09/2014;19000;6738;PR
20517352000126; ;20592593000130;03/09/2014;29000;6739;PR
20517352000126; ;20592593000130;03/09/2014;10000;6740;PR
20517352000126; ;20592593000130;03/09/2014;10000;6741;PR
20517352000126; ;20592593000130;03/09/2014;13000;6742;PR
20517352000126; ;20592593000130;03/09/2014;26000;6743;PR
20517352000126; ;20592593000130;03/09/2014;10000;6744;PR
20517352000126; ;20592593000130;03/09/2014;10000;6745;PR
20517352000126; ;20592593000130;03/09/2014;10000;6746;PR
20517352000126; ;20592593000130;03/09/2014;3250;6747;PR
20517352000126; ;20592593000130;20/09/2014;3500;6748;PR
20517352000126; ;20592593000130;20/09/2014;3000;6749;PR
20517352000126; ;20592593000130;17/09/2014;30000;6750;PR
20517352000126; ;20592593000130;17/09/2014;7000;6751;PR
20517352000126; ;20592593000130;15/09/2014;25000;6752;PR
20517352000126; ;20592593000130;15/09/2014;3500;6753;PR
20517352000126; ;20592593000130;15/09/2014;4500;6754;PR
20517352000126; ;20592593000130;30/09/2014;1791;6755;PR
15397777000109; ;20592596000173;10-SEP-14;36000;6756;PSD 
20582174000117; ;20592596000173;10/09/2014;33000;6757;PPS 
20603422000169; ;20592596000173;10/09/2014;72000;6758;PTB 
20603434000193; ;20592596000173;10/09/2014;3000;6759;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6760;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6761;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6762;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6763;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6764;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6765;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6766;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6767;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6768;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6769;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6770;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6771;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6772;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6773;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6774;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6775;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6776;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6777;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6778;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6779;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6780;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6781;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6782;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6783;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6784;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6785;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6786;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6787;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6788;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6789;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6790;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6791;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6792;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6793;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6794;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6795;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6796;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6797;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6798;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6799;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6800;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6801;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6802;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6803;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6804;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6805;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6806;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6807;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6808;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6809;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6810;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6811;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6812;PSL 
20603434000193; ;20592596000173;10/09/2014;18000;6813;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6814;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6815;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6816;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6817;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6818;PSL 
20603434000193; ;20592596000173;10/09/2014;3000;6819;PSL 
20614456000159; ;20592596000173;10/09/2014;12000;6820;PRB 
20614456000159; ;20592596000173;08/09/2014;12307.6;6821;PRB 
20614456000159; ;20592596000173;08/09/2014;6153.84;6822;PRB 
20614456000159; ;20592596000173;08/09/2014;1538.48;6823;PRB 
20614456000159; ;20592596000173;19/08/2014;1581.48;6824;PRB 
20614456000159; ;20592596000173;19/08/2014;2835.02;6825;PRB 
20614456000159; ;20592596000173;19/08/2014;636.8;6826;PRB 
20614456000159; ;20592596000173;19/08/2014;3370.58;6827;PRB 
20614456000159; ;20592596000173;19/08/2014;895.54;6828;PRB 
20614456000159; ;20592596000173;19/08/2014;1105.59;6829;PRB 
20614456000159; ;20592596000173;19/08/2014;1225.97;6830;PRB 
20614456000159; ;20592596000173;19/08/2014;320.89;6831;PRB 
20614456000159; ;20592596000173;19/08/2014;341.1;6832;PRB 
20614456000159; ;20592596000173;19/08/2014;184.27;6833;PRB 
20614456000159; ;20592596000173;19/08/2014;1474.12;6834;PRB 
20614456000159; ;20592596000173;19/08/2014;511.66;6835;PRB 
20614456000159; ;20592596000173;19/08/2014;799.45;6836;PRB 
20614456000159; ;20592596000173;19/08/2014;4036.53;6837;PRB 
20614456000159; ;20592596000173;10/09/2014;60000;6838;PRB 
20614482000187; ;20592596000173;10/09/2014;15000;6839;PV
20620285000170; ;20592596000173;10/09/2014;66000;6840;PP
20655065000182; ;20592596000173;10/09/2014;63000;6841;PROS
01248362000169; ;20592601000148;26-AUG-14;145;6842;PTN 
01248362000169;553423000025095;20592601000148;19-AUG-14;100000;6843;PTN 
01248362000169; ;20592601000148;26-AUG-14;750;6844;PTN 
01248362000169; ;20592601000148;22-AUG-14;3190;6845;PTN 
01248362000169; ;20592601000148;18-AUG-14;8700;6846;PTN 
01248362000169; ;20592601000148;29-AUG-14;285;6847;PTN 
01248362000169; ;20592601000148;01-SEP-14;285;6848;PTN 
01248362000169; ;20592601000148;18-AUG-14;2900;6849;PTN 
01248362000169; ;20592601000148;22-AUG-14;1450;6850;PTN 
01248362000169;553423000025095;20592601000148;11-SEP-14;50000;6851;PTN 
01248362000169; ;20592601000148;10-SEP-14;290;6852;PTN 
01248362000169;553423000025095;20592601000148;18-AUG-14;50000;6853;PTN 
01248362000169;551193000029959;20592601000148;26-SEP-14;50000;6854;PTN 
01633510000169;553423000025095;20592601000148;30-SEP-14;200000;6855;DEM 
03730380000108;553423000025095;20592601000148;11-SEP-14;50000;6856;PT do B 
03730380000108;553423000025095;20592601000148;19-AUG-14;100000;6857;PT do B 
03730380000108;553423000025095;20592601000148;29-SEP-14;50000;6858;PT do B 
03730380000108; ;20592601000148;26-AUG-14;3190;6859;PT do B 
03730380000108; ;20592601000148;26-AUG-14;1740;6860;PT do B 
03730380000108; ;20592601000148;26-AUG-14;3190;6861;PT do B 
03730380000108; ;20592601000148;26-AUG-14;870;6862;PT do B 
03730380000108; ;20592601000148;22-AUG-14;290;6863;PT do B 
03730380000108; ;20592601000148;22-AUG-14;1160;6864;PT do B 
05554771000144;00001;20592601000148;11-SEP-14;50000;6865;PSL 
05554771000144;000;20592601000148;19-AUG-14;100000;6866;PSL 
05554771000144; ;20592601000148;10-SEP-14;290;6867;PSL 
05554771000144;0001;20592601000148;29-SEP-14;50000;6868;PSL 
05554771000144; ;20592601000148;10-SEP-14;725;6869;PSL 
05554771000144; ;20592601000148;19-AUG-14;2610;6870;PSL 
05554771000144; ;20592601000148;19-AUG-14;5220;6871;PSL 
05554771000144; ;20592601000148;22-AUG-14;5220;6872;PSL 
05554771000144; ;20592601000148;26-AUG-14;580;6873;PSL 
05554771000144; ;20592601000148;22-AUG-14;1160;6874;PSL 
05554771000144; ;20592601000148;08-SEP-14;375;6875;PSL 
08950803000119;553423000025095;20592601000148;29-SEP-14;250000;6876;PEN 
10652064000120;1833477;20592601000148;10-SEP-14;200000;6877;PSDC
19377221000101; ;20592601000148;08-SEP-14;2625;6878;SD
19377221000101; ;20592601000148;19-AUG-14;2610;6879;SD
19377221000101; ;20592601000148;19-AUG-14;4350;6880;SD
19377221000101; ;20592601000148;26-AUG-14;750;6881;SD
19377221000101; ;20592601000148;26-AUG-14;3770;6882;SD
19377221000101; ;20592601000148;10-SEP-14;12470;6883;SD
19377221000101; ;20592601000148;10-SEP-14;1450;6884;SD
20589986000194; ;20592601000148;08/09/2014;2625;6885;PRB 
20589986000194; ;20592601000148;04/09/2014;290;6886;PRB 
20589986000194; ;20592601000148;10/09/2014;725;6887;PRB 
20589986000194; ;20592601000148;18/08/2014;19140;6888;PRB 
20589986000194; ;20592601000148;10/09/2014;27097.3;6889;PRB 
20589986000194; ;20592601000148;10/09/2014;1450;6890;PRB 
20589986000194; ;20592601000148;26/08/2014;3190;6891;PRB 
20589986000194; ;20592601000148;26/08/2014;4350;6892;PRB 
20589986000194; ;20592601000148;18/08/2014;4930;6893;PRB 
20589986000194; ;20592601000148;22/08/2014;4350;6894;PRB 
20589986000194; ;20592601000148;03/09/2014;1500;6895;PRB 
20589986000194; ;20592601000148;03/09/2014;580;6896;PRB 
20589986000194; ;20592601000148;03/09/2014;145;6897;PRB 
20589986000194; ;20592601000148;18/08/2014;1160;6898;PRB 
20589986000194; ;20592601000148;03/09/2014;285;6899;PRB 
20592604000181; ;20592601000148;09/09/2014;1125;6900;PSB 
20592604000181; ;20592601000148;04/09/2014;1885;6901;PSB 
20592604000181; ;20592601000148;26/08/2014;7540;6902;PSB 
20592604000181; ;20592601000148;10/09/2014;725;6903;PSB 
20592604000181; ;20592601000148;10/09/2014;2030;6904;PSB 
20592604000181; ;20592601000148;09/09/2014;655754;6905;PSB 
20592604000181;001;20592601000148;11/09/2014;200000;6906;PSB 
20592604000181; ;20592601000148;29/08/2014;9860;6907;PSB 
20592604000181; ;20592601000148;10/09/2014;1450;6908;PSB 
20592604000181; ;20592601000148;10/09/2014;1450;6909;PSB 
20592604000181;80801;20592601000148;08/08/2014;350000;6910;PSB 
20592604000181; ;20592601000148;26/08/2014;375;6911;PSB 
20592604000181; ;20592601000148;29/08/2014;145;6912;PSB 
20592604000181; ;20592601000148;26/08/2014;5220;6913;PSB 
20592604000181; ;20592601000148;26/08/2014;2900;6914;PSB 
20592604000181; ;20592601000148;26/08/2014;580;6915;PSB 
20592604000181; ;20592601000148;26/08/2014;1305;6916;PSB 
20592604000181; ;20592601000148;26/08/2014;580;6917;PSB 
20592604000181; ;20592601000148;26/08/2014;2030;6918;PSB 
20592611000183;0;20592601000148;26/09/2014;100000;6919;DEM 
20592611000183;0;20592601000148;26/09/2014;400000;6920;DEM 
20592611000183;90901;20592601000148;09/09/2014;800000;6921;DEM 
20618280000103;553423000025095;20592601000148;29/09/2014;400000;6922;PSC 
20618280000103;553423000025095;20592601000148;01/08/2014;300000;6923;PSC 
20642947000103; ;20592601000148;08/09/2014;750;6924;PSDC
20642947000103; ;20592601000148;10/09/2014;725;6925;PSDC
20642947000103; ;20592601000148;10/09/2014;870;6926;PSDC
20642947000103; ;20592601000148;15/09/2014;464;6927;PSDC
20642947000103; ;20592601000148;15/09/2014;551;6928;PSDC
20642947000103; ;20592601000148;22/08/2014;3770;6929;PSDC
20642947000103; ;20592601000148;22/08/2014;4205;6930;PSDC
20642947000103; ;20592601000148;10/09/2014;725;6931;PSDC
20642947000103; ;20592601000148;26/08/2014;580;6932;PSDC
20642947000103; ;20592601000148;26/08/2014;9860;6933;PSDC
20642947000103; ;20592601000148;26/08/2014;145;6934;PSDC
20642947000103; ;20592601000148;26/08/2014;9570;6935;PSDC
20642947000103; ;20592601000148;29/08/2014;870;6936;PSDC
20642947000103; ;20592601000148;29/08/2014;870;6937;PSDC
29417359000140;553423000025095;20592601000148;26-SEP-14;100000;6938;PPS 
61064465000109; ;20592601000148;10-SEP-14;290;6939;PTC 
61064465000109;00001;20592601000148;11-SEP-14;50000;6940;PTC 
61064465000109; ;20592601000148;10-SEP-14;725;6941;PTC 
61064465000109;0000;20592601000148;29-SEP-14;50000;6942;PTC 
61064465000109;000000250950002;20592601000148;19-AUG-14;100000;6943;PTC 
61064465000109; ;20592601000148;26-AUG-14;290;6944;PTC 
61064465000109; ;20592601000148;26-AUG-14;870;6945;PTC 
61064465000109; ;20592601000148;26-AUG-14;1160;6946;PTC 
61064465000109; ;20592601000148;26-AUG-14;1015;6947;PTC 
61064465000109; ;20592601000148;26-AUG-14;870;6948;PTC 
61064465000109; ;20592601000148;26-AUG-14;1595;6949;PTC 
61064465000109; ;20592601000148;26-AUG-14;2610;6950;PTC 
61064465000109; ;20592601000148;26-AUG-14;1450;6951;PTC 
61064465000109; ;20592601000148;25-AUG-14;1160;6952;PTC 
61064465000109; ;20592601000148;25-AUG-14;870;6953;PTC 
61064465000109; ;20592601000148;25-AUG-14;2610;6954;PTC 
61064465000109; ;20592601000148;25-AUG-14;1450;6955;PTC 
61064465000109; ;20592601000148;26-AUG-14;375;6956;PTC 
67152652000112;553;20592601000148;19-AUG-14;100000;6957;PMN 
67152652000112;553423000025095;20592601000148;11-SEP-14;50000;6958;PMN 
67152652000112;553423000025095;20592601000148;29-SEP-14;50000;6959;PMN 
01421697000137;9907537;20592604000181;12-AUG-14;250000;6960;PSB 
03998738000188; ;20603420000170;20-SEP-14;2210;6961;PSL 
03998738000188; ;20603420000170;20-SEP-14;7.04;6962;PSL 
03998738000188; ;20603420000170;20-SEP-14;1400;6963;PSL 
03998738000188; ;20603420000170;20-SEP-14;232;6964;PSL 
03998738000188; ;20603420000170;20-SEP-14;512;6965;PSL 
03998738000188; ;20603420000170;20-SEP-14;1584;6966;PSL 
04467666000105; ;20603420000170;02-SEP-14;350;6967;PTB 
04467666000105; ;20603420000170;02-SEP-14;43.62;6968;PTB 
04467666000105; ;20603420000170;02-SEP-14;12.75;6969;PTB 
04467666000105; ;20603420000170;02-SEP-14;48;6970;PTB 
04467666000105; ;20603420000170;24-SEP-14;104.72;6971;PTB 
20551604000133; ;20603420000170;02/10/2014;1923.07;6972;PSB 
20551604000133; ;20603420000170;02/10/2014;2884.61;6973;PSB 
20603421000114;850301;20603420000170;08/09/2014;10000;6974;PT
20603435000138; ;20603420000170;02/10/2014;1923.07;6975;PDT 
20603435000138; ;20603420000170;02/09/2014;350;6976;PDT 
20603435000138; ;20603420000170;20/09/2014;1400;6977;PDT 
20603435000138; ;20603420000170;24/09/2014;104.72;6978;PDT 
20603435000138; ;20603420000170;20/09/2014;2210;6979;PDT 
20603435000138; ;20603420000170;20/09/2014;7.04;6980;PDT 
20603435000138; ;20603420000170;20/09/2014;1584;6981;PDT 
20603435000138; ;20603420000170;20/09/2014;512;6982;PDT 
20603435000138; ;20603420000170;02/09/2014;12.75;6983;PDT 
20603435000138; ;20603420000170;02/09/2014;43.62;6984;PDT 
20603435000138; ;20603420000170;02/09/2014;48;6985;PDT 
20603435000138; ;20603420000170;20/09/2014;232;6986;PDT 
20614471000105; ;20603420000170;20/09/2014;2210;6987;PC do B 
20614471000105; ;20603420000170;20/09/2014;1400;6988;PC do B 
20614471000105; ;20603420000170;20/09/2014;232;6989;PC do B 
20614471000105; ;20603420000170;24/09/2014;130.9;6990;PC do B 
20614471000105; ;20603420000170;20/09/2014;1440;6991;PC do B 
20614471000105; ;20603420000170;02/10/2014;1923.07;6992;PC do B 
20614471000105; ;20603420000170;02/09/2014;43.64;6993;PC do B 
20614471000105; ;20603420000170;02/09/2014;350;6994;PC do B 
20614471000105; ;20603420000170;02/09/2014;43.62;6995;PC do B 
20614471000105; ;20603420000170;02/09/2014;12.75;6996;PC do B 
20614471000105; ;20603420000170;20/09/2014;640;6997;PC do B 
20614471000105; ;20603420000170;20/09/2014;7.04;6998;PC do B 
