cnpjPartido;recibo;cnpjDoador;data;valor;id;sigla
03605136000113;9621554;00000531000184;12-SEP-14;150000;1;PTB 
00676262000170;9778602;00005275000118;12-SEP-14;300000;2;PT
00887169000105;8026368;00005275000118;22-SEP-14;400000;3;PP
01633510000169;9778585;00005275000118;12-SEP-14;150000;4;DEM 
03653474000120;6732310;00005275000118;19-SEP-14;100000;5;PSDB
03653474000120;9778612;00005275000118;12-SEP-14;250000;6;PSDB
59941682000180;8026394;00005275000118;22-SEP-14;50000;7;PSDB
59941682000180;9778599;00005275000118;12-SEP-14;250000;8;PSDB
02010551000161;STR0008R2;00016576000147;18-AUG-14;750000;9;PMDB
20620283000181;201409304413;00043471000187;30/09/2014;100000;10;PSDB
01248362000169;799702676000165;00057240000122;19-SEP-14;100000;11;PTN 
01248362000169;9716964;00057240000122;03-OCT-14;50000;12;PTN 
20603433000149;109808;00061493000170;20/10/2014;25000;13;PMDB
91340083000113;001355;00061493000170;17-JUL-14;10000;14;PT
20633183000190;1029758;00065644000168;03/10/2014;30000;15;PROS
20592596000173;003033;00066871000108;16/10/2014;62000;16;PSDB
20592596000173;003037;00066871000108;27/10/2014;12000;17;PSDB
20592596000173;003039;00066871000108;04/11/2014;32000;18;PSDB
00676213000138;9365203;00074569000100;11-AUG-14;440000;19;PMDB
00676213000138;4416870;00074569000100;16-OCT-14;258000;20;PMDB
00676213000138;7010778;00074569000100;21-OCT-14;148000;21;PMDB
00676262000170;9472452;00074569000100;24-SEP-14;150000;22;PT
00676262000170;9472446;00074569000100;24-SEP-14;200000;23;PT
00676262000170;9472445;00074569000100;24-SEP-14;150000;24;PT
03653474000120;3842086;00074569000100;28-OCT-14;74000;25;PSDB
20632466000117;000341;00074569000100;05/09/2014;1000000;26;PMDB
30902811000149;000341;00074569000100;24-SEP-14;300000;27;PMDB
30902811000149;000341;00074569000100;19-SEP-14;200000;28;PMDB
30902811000149;000341;00074569000100;05-SEP-14;1050000;29;PMDB
30902811000149;000341;00074569000100;05-SEP-14;1050000;30;PMDB
30902811000149;000341;00074569000100;05-SEP-14;1110000;31;PMDB
30902811000149;000341;00074569000100;05-SEP-14;790000;32;PMDB
20946469000125;41431;00092633000177;30/09/2014;300000;33;PSB 
00676262000170;22530;00103582000131;30-SEP-14;1000000;34;PT
00676262000170;5454485;00103582000131;05-SEP-14;200000;35;PT
00676262000170;5778588;00103582000131;15-AUG-14;400000;36;PT
00676262000170;29226;00103582000131;08-AUG-14;2000000;37;PT
08677861000110;4452501;00103582000131;18-SEP-14;200000;38;PTC 
09002846000135;6150056;00103582000131;18-SEP-14;300000;39;PR
15737755000140;0;00103582000131;18-SEP-14;200000;40;PSL 
37225984000119;000341;00103582000131;18-SEP-14;200000;41;PV
47828298000196;8548609;00103582000131;10-SEP-14;50000;42;PTB 
47828298000196;9522553;00103582000131;11-AUG-14;50000;43;PTB 
47828298000196;3804524;00103582000131;10-JUL-14;50000;44;PTB 
00115498000138; ;00115498000138;05-AUG-14;13.4;45;PSTU
00115498000138; ;00115498000138;05-AUG-14;294.4;46;PSTU
00115498000138; ;00115498000138;05-AUG-14;14;47;PSTU
00115498000138; ;00115498000138;05-AUG-14;15.8;48;PSTU
08517423000195;118060000103;00118060000103;26-AUG-14;500000;49;PR
20558161000102; ;00119123000146;21/10/2014;5000;50;PSDB
20558161000102; ;00119123000146;21/10/2014;21280;51;PSDB
00676213000138;9294380;00125782000195;24-OCT-14;200000;52;PMDB
20609054000166;049803;00128463000133;11/09/2014;50000;53;PMDB
03656678000115;9582850;00146889000110;11-AUG-14;50000;54;PMDB
20592596000173;780714617;00148049000196;30/09/2014;240000;55;PSDB
74703034000189;100301;00153470000195;03-OCT-14;20000;56;PP
20632466000117;000640;00155585000119;15/08/2014;75000;57;PMDB
01633510000169;553420000005247;00165960000101;25-SEP-14;20000;58;DEM 
00180382000182; ;00180382000182;22-JUL-14;1413.6;59;PC do B 
00180382000182; ;00180382000182;22-JUL-14;602.5;60;PC do B 
00180382000182; ;00180382000182;22-JUL-14;3225.4;61;PC do B 
00180382000182; ;00180382000182;22-JUL-14;3312.21;62;PC do B 
00180382000182; ;00180382000182;21-JUL-14;1701.6;63;PC do B 
00180382000182; ;00180382000182;21-JUL-14;790.4;64;PC do B 
00180382000182; ;00180382000182;21-JUL-14;279.5;65;PC do B 
00180382000182; ;00180382000182;21-JUL-14;308.83;66;PC do B 
00180382000182; ;00180382000182;21-JUL-14;988;67;PC do B 
00180382000182; ;00180382000182;22-JUL-14;988;68;PC do B 
30902811000149;000237;00185997000100;04-SEP-14;278000;69;PMDB
20603433000149;1;00205734000107;21/10/2014;5000;70;PMDB
13477302000105;3186294;00217152000140;01-AUG-14;100000;71;PT
37261591000160;158446;00237518000143;06-OCT-14;680000;72;PP
15784179000192;850030;00240681000165;31-JUL-14;20000;73;PPL 
20603420000170;182727;00240681000165;25/07/2014;35000;74;PT
20603421000114;182740;00240681000165;25/07/2014;25000;75;PT
20603421000114;182738;00240681000165;25/07/2014;55000;76;PT
20603421000114;182739;00240681000165;25/07/2014;25000;77;PT
20603421000114;182726;00240681000165;18/07/2014;30000;78;PT
20603421000114;182725;00240681000165;18/07/2014;35000;79;PT
20603421000114;182724;00240681000165;18/07/2014;35000;80;PT
34696559000110;240681000165;00240681000165;01-OCT-14;20000;81;PT
20603433000149;1259;00246321000170;04/08/2014;1000;82;PMDB
03325935000136;9256551;00249803000184;03-OCT-14;23000;83;PC do B 
16847535000132;93247;00253448000117;16-OCT-14;30000;84;PT
14549383000166;9627123;00266662000108;03-OCT-14;35000;85;PSD 
59941682000180;015043;00278016000160;28-AUG-14;4000;86;PSDB
00676213000138;285753000;00285753000190;09-SEP-14;11742.5;87;PMDB
00676213000138;285753000190;00285753000190;26-SEP-14;10000;88;PMDB
91340083000113;9335360;00286550000119;02-SEP-14;35000;89;PT
91340083000113;8542053;00286550000119;02-OCT-14;35000;90;PT
08810753000174;12261;00289695000173;27-AUG-14;50000;91;PP
05281237000101;33;00292081000140;03-OCT-14;10000;92;PSL 
08517423000195;9526791;00292081000140;03-OCT-14;20000;93;PR
20970026000170;9526830;00292081000140;03-OCT-14;30000;94;PSC 
23373863000100;00292081000140;00292081000140;03-OCT-14;40000;95;PSB 
23373863000100;00292081000140;00292081000140;03-OCT-14;10000;96;PSB 
24059610000129;6236410;00292081000140;18-SEP-14;50000;97;PSDB
50866821000183;9273889;00292081000140;24-OCT-14;60000;98;PT
00676262000170;6656951;00292858000177;30-SEP-14;30000;99;PT
59941682000180;6023051;00292858000177;30-OCT-14;15000;100;PSDB
10669331000172;3698932;00306218000179;26-SEP-14;100000;101;PSB 
01461262000116; ;00306597000105;17-SEP-14;6300;102;PTB 
01461262000116; ;00306597000105;30-SEP-14;3150;103;PTB 
01461262000116; ;00306597000105;29-AUG-14;9480;104;PTB 
02600651000148; ;00306597000105;05-SEP-14;9480;105;PDT 
02618163000168; ;00306597000105;22-AUG-14;3950;106;PPS 
03656899000193; ;00306597000105;22-AUG-14;31590;107;PSDB
07531074000101; ;00306597000105;03-SEP-14;300;108;PT do B 
08766006000186; ;00306597000105;11-AUG-14;31590;109;PR
08766006000186;013864;00306597000105;10-JUL-14;80000;110;PR
16947091000107; ;00306597000105;21-AUG-14;6300;111;PEN 
20641621000161; ;00306597000105;12/08/2014;9480;112;PC do B 
20659768000189; ;00306597000105;15/08/2014;31590;113;PMDB
20659768000189; ;00306597000105;25/09/2014;15780;114;PMDB
20659768000189; ;00306597000105;10/09/2014;31590;115;PMDB
20659768000189; ;00306597000105;02/10/2014;15780;116;PMDB
20603433000149;002284;00323283000102;20/10/2014;3000;117;PMDB
33642422000110;0184004;00346813000480;21-OCT-14;10000;118;PSDB
01450856000121;664081000000657;00346953000106;29-SEP-14;50000;119;PSC 
01450856000121;664081000000657;00346953000106;18-SEP-14;50000;120;PSC 
56272537000165;664081000000657;00346953000106;22-SEP-14;100000;121;PPS 
59941682000180;664081000000657;00346953000106;18-SEP-14;30000;122;PSDB
30902811000149;283550001;00350160000160;08-JUL-14;650000;123;PMDB
20603433000149;100105;00366257000161;17/10/2014;5000;124;PMDB
20592601000148;7691462;00376282000126;01/10/2014;70000;125;PSDB
20620278000179;7691465;00376282000126;01/10/2014;30000;126;PSDB
03475971000186; ;00379172000118;23-AUG-14;9950;127;PSB 
19398512000186;799861044000016;00395875000130;24-SEP-14;100000;128;PROS
20558161000102;3077057;00409834000155;21/10/2014;250000;129;PSDB
15784179000192;850135;00415832000179;15-AUG-14;20000;130;PPL 
20603421000114;662359000030539;00415832000179;14/08/2014;50000;131;PT
19424970000142;278043;00421097000106;11-SEP-14;15000;132;SD
19424970000142;0;00421097000106;25-SEP-14;15000;133;SD
20527525000197;00000;00421097000106;10/09/2014;50000;134;PSB 
14935252000117;5241697;00441599000107;16-OCT-14;25000;135;PSD 
00676213000138;551911000220441;00447821000170;15-SEP-14;300691;136;PMDB
00676213000138;551911000220441;00447821000170;15-SEP-14;200000;137;PMDB
00887169000105;000;00447821000170;22-SEP-14;100000;138;PP
01421697000137;551911000220441;00447821000170;22-SEP-14;68000;139;PSB 
20589986000194;12277;00450577000103;04/09/2014;150000;140;PRB 
54956495000156;663373000012277;00450577000103;10-SEP-14;20000;141;PC do B 
15028905000147;7992104;00469550000154;22-SEP-14;70000;142;DEM 
00676213000138;663382000203287;00471912000141;28-JUL-14;200000;143;PMDB
20659768000189;6930035;00471912000141;03/09/2014;10000;144;PMDB
80150972000100;304941;00482840000138;22-SEP-14;50000;145;PR
30902811000149;000341;00487626000174;23-JUL-14;500000;146;PMDB
30902811000149;000341;00487626000174;14-JUL-14;1000000;147;PMDB
59941682000180;504095000180;00504095000180;03-OCT-14;41000;148;PSDB
59941682000180;311932;00504095000180;02-OCT-14;30000;149;PSDB
02010551000161;001028;00507949000182;23-SEP-14;80000;150;PMDB
02010551000161;001028;00507949000182;28-AUG-14;145000;151;PMDB
01349048000172; ;00515075000105;22-SEP-14;310000;152;PP
01349048000172; ;00515075000105;24-SEP-14;400;153;PP
15000150000172;662609000110784;00521671000106;30-JUL-14;150000;154;PSD 
15000150000172;662609000110784;00521671000106;18-JUL-14;150000;155;PSD 
20592592000195;662609000110784;00521671000106;09/09/2014;200000;156;PDT 
20603420000170;7107645;00529581000153;31/10/2014;120000;157;PT
20603421000114;4444067;00529581000153;26/08/2014;100000;158;PT
20603421000114;3891342;00529581000153;13/08/2014;40000;159;PT
20603421000114;9096563;00529581000153;08/08/2014;100000;160;PT
02010551000161;TRCM06B;00536490000145;23-SEP-14;128000;161;PMDB
01421697000137;5077704;00584755000180;05-AUG-14;782677;162;PSB 
01421697000137;7036012;00584755000180;19-SEP-14;450000;163;PSB 
03653474000120;135815;00584755000180;30-SEP-14;770000;164;PSDB
03653474000120;4157529;00584755000180;15-SEP-14;500000;165;PSDB
03653474000120;99527;00584755000180;01-SEP-14;1500000;166;PSDB
03653474000120;8924192;00584755000180;31-JUL-14;500035;167;PSDB
03653474000120;79910;00584755000180;30-JUL-14;1000000;168;PSDB
03653474000120;6160593;00584755000180;28-JUL-14;500000;169;PSDB
03653474000120;3576257;00584755000180;25-AUG-14;500000;170;PSDB
03653474000120;4376139;00584755000180;11-JUL-14;500045;171;PSDB
08517423000195;52179;00584755000180;24-SEP-14;1000000;172;PR
08810753000174;199626400000017;00584755000180;20-OCT-14;500000;173;PP
20527525000197;000341;00584755000180;05/09/2014;450000;174;PSB 
20527525000197;00000;00584755000180;06/10/2014;400000;175;PSB 
23373863000100;199472857000071;00584755000180;15-SEP-14;40000;176;PSB 
01308052000192;678804;00595322000120;09-OCT-14;4545.36;177;PMDB
20592596000173;3172277;00595322000120;22/08/2014;5523.31;178;PSDB
47828298000196;038636;00598654000169;15-SEP-14;50000;179;PTB 
84638196000134;00598767000164;00598767000164;09-SEP-14;1000;180;PMDB
20573741000179; ;00600068000101;30/07/2014;15650;181;SD
20632465000172; ;00607587000100;04/09/2014;550;182;PMDB
02010551000161;00201614;00620518000128;29-SEP-14;280000;183;PMDB
10669331000172; ;00629724000107;10-JUL-14;19000;184;PSB 
20527525000197;000237;00629724000107;05/09/2014;150000;185;PSB 
15579147000155;662959000012021;00652193000165;26-SEP-14;180000;186;PMDB
03658846000101; ;00657163000141;02-SEP-14;724;187;PTC 
00676213000138;43339;00676213000138;23-JUL-14;1000000;188;PMDB
00676213000138;142941;00676213000138;10-OCT-14;4000000;189;PMDB
00676213000138;121476;00676213000138;10-JUL-14;3000000;190;PMDB
00676213000138;1;00676213000138;31-JUL-14;500000;191;PMDB
00676213000138;1;00676213000138;10-SEP-14;120000;192;PMDB
00676213000138;142943;00676213000138;10-OCT-14;1500000;193;PMDB
00676213000138;204468;00676213000138;30-OCT-14;100000;194;PMDB
00676213000138;12134;00676213000138;10-SEP-14;50000;195;PMDB
00676213000138;12134;00676213000138;10-SEP-14;250000;196;PMDB
00676213000138;1;00676213000138;10-SEP-14;250000;197;PMDB
00676213000138;1;00676213000138;30-SEP-14;588000;198;PMDB
00676213000138;12134;00676213000138;10-SEP-14;250000;199;PMDB
00676213000138;12134;00676213000138;10-SEP-14;250000;200;PMDB
00676213000138;12134;00676213000138;10-SEP-14;250000;201;PMDB
00676213000138;1;00676213000138;10-SEP-14;250000;202;PMDB
00676213000138;1;00676213000138;30-SEP-14;500000;203;PMDB
00676213000138;12134;00676213000138;09-SEP-14;30000;204;PMDB
00676213000138;12134;00676213000138;09-SEP-14;100000;205;PMDB
00676213000138;1;00676213000138;26-SEP-14;30000;206;PMDB
00676213000138;48810;00676213000138;23-SEP-14;30000;207;PMDB
00676213000138;99544;00676213000138;08-OCT-14;150000;208;PMDB
00676213000138;121474;00676213000138;10-JUL-14;4000000;209;PMDB
00676213000138;121475;00676213000138;10-JUL-14;1780000;210;PMDB
00676213000138;12134;00676213000138;10-SEP-14;500000;211;PMDB
00676213000138;1;00676213000138;10-SEP-14;250000;212;PMDB
00676213000138;1;00676213000138;10-SEP-14;500000;213;PMDB
00676213000138;1;00676213000138;30-SEP-14;170000;214;PMDB
00676213000138;1;00676213000138;17-JUL-14;1000000;215;PMDB
00676213000138; ;00676213000138;21-JUL-14;5000000;216;PMDB
00676213000138; ;00676213000138;28-AUG-14;300000;217;PMDB
00676213000138; ;00676213000138;07-AUG-14;200000;218;PMDB
00676213000138; ;00676213000138;01-OCT-14;3500000;219;PMDB
00676213000138; ;00676213000138;01-OCT-14;2500000;220;PMDB
00676213000138; ;00676213000138;08-AUG-14;20000;221;PMDB
00676213000138; ;00676213000138;08-SEP-14;20000;222;PMDB
00676213000138; ;00676213000138;10-SEP-14;5000;223;PMDB
00676213000138; ;00676213000138;07-AUG-14;110000;224;PMDB
00676213000138; ;00676213000138;05-SEP-14;110000;225;PMDB
00676213000138; ;00676213000138;18-AUG-14;250000;226;PMDB
00676213000138; ;00676213000138;22-SEP-14;250000;227;PMDB
00676213000138; ;00676213000138;08-SEP-14;70000;228;PMDB
00676213000138; ;00676213000138;03-OCT-14;25000;229;PMDB
00676213000138; ;00676213000138;25-JUL-14;994000;230;PMDB
00676213000138; ;00676213000138;03-OCT-14;110000;231;PMDB
00676213000138; ;00676213000138;04-AUG-14;36810.4;232;PMDB
00676213000138; ;00676213000138;03-AUG-14;65280;233;PMDB
00676213000138; ;00676213000138;08-OCT-14;280000;234;PMDB
00676213000138; ;00676213000138;23-OCT-14;93440;235;PMDB
00676213000138; ;00676213000138;14-NOV-14;1000000;236;PMDB
00676213000138; ;00676213000138;19-NOV-14;500000;237;PMDB
01308052000192;1000;00676213000138;02-OCT-14;400000;238;PMDB
01308052000192;850219;00676213000138;15-SEP-14;1200000;239;PMDB
01308052000192;850162;00676213000138;08-SEP-14;500000;240;PMDB
01308052000192;850095;00676213000138;27-AUG-14;1000000;241;PMDB
01308052000192;850388;00676213000138;29-SEP-14;500000;242;PMDB
01308052000192;850207;00676213000138;22-SEP-14;500000;243;PMDB
01308052000192;850118;00676213000138;28-AUG-14;500000;244;PMDB
01308052000192;850024;00676213000138;29-JUL-14;150000;245;PMDB
01308052000192;850183;00676213000138;08-SEP-14;2000000;246;PMDB
01308052000192;1;00676213000138;03-OCT-14;300000;247;PMDB
01308052000192;850043;00676213000138;07-AUG-14;500000;248;PMDB
01308052000192;850093;00676213000138;21-AUG-14;334000;249;PMDB
01308052000192;850213;00676213000138;15-SEP-14;500000;250;PMDB
01308052000192;850010;00676213000138;22-JUL-14;300000;251;PMDB
01308052000192;850434;00676213000138;30-SEP-14;100000;252;PMDB
01308052000192;850055;00676213000138;14-AUG-14;750000;253;PMDB
01308052000192;850011;00676213000138;22-JUL-14;750000;254;PMDB
01308052000192;850012;00676213000138;22-JUL-14;250000;255;PMDB
01308052000192;850025;00676213000138;29-JUL-14;150000;256;PMDB
01308052000192;850372;00676213000138;29-SEP-14;1000000;257;PMDB
01308052000192;850218;00676213000138;15-SEP-14;750000;258;PMDB
01308052000192;850408;00676213000138;29-SEP-14;400000;259;PMDB
01381911000179;850107;00676213000138;28-AUG-14;150000;260;PMDB
01381911000179;850077;00676213000138;19-AUG-14;300000;261;PMDB
01381911000179;850100;00676213000138;28-AUG-14;150000;262;PMDB
01381911000179;00100000000;00676213000138;03-OCT-14;200000;263;PMDB
01387080000142;1000;00676213000138;03-OCT-14;169530;264;PMDB
01387080000142;1000;00676213000138;03-OCT-14;169530;265;PMDB
01387080000142;1000;00676213000138;03-OCT-14;25081.2;266;PMDB
01387080000142;850290;00676213000138;29-SEP-14;500000;267;PMDB
01387080000142;850415;00676213000138;29-SEP-14;200000;268;PMDB
01387080000142;1000;00676213000138;03-OCT-14;81746.4;269;PMDB
01387080000142;1000;00676213000138;03-OCT-14;313980;270;PMDB
01387080000142;1000;00676213000138;03-OCT-14;240130;271;PMDB
01387080000142;1000;00676213000138;03-OCT-14;300000;272;PMDB
01387080000142;850395;00676213000138;29-SEP-14;500000;273;PMDB
02010551000161;048110742927;00676213000138;18-SEP-14;420000;274;PMDB
02010551000161;626362FEFF184EE;00676213000138;29-JUL-14;1000000;275;PMDB
02010551000161;048110742927;00676213000138;21-AUG-14;500000;276;PMDB
02010551000161;048110742927;00676213000138;07-AUG-14;1000000;277;PMDB
02010551000161;048110742927;00676213000138;31-JUL-14;200000;278;PMDB
02010551000161;0248110742927;00676213000138;23-SEP-14;150000;279;PMDB
02010551000161;TRN186040;00676213000138;28-AUG-14;140000;280;PMDB
03656678000115;3983E9C93EC7396;00676213000138;02-OCT-14;135000;281;PMDB
03656678000115;850261;00676213000138;15-SEP-14;1000000;282;PMDB
03656678000115;850157;00676213000138;08-SEP-14;35000;283;PMDB
03656678000115;B456FD206C75E4D;00676213000138;02-OCT-14;30000;284;PMDB
03656678000115;1C1BD4DA21205AI;00676213000138;29-SEP-14;250000;285;PMDB
03656678000115;850063;00676213000138;14-AUG-14;500000;286;PMDB
03656678000115;850495;00676213000138;21-OCT-14;1000000;287;PMDB
03656678000115;850461;00676213000138;20-OCT-14;50000;288;PMDB
03656678000115;850340;00676213000138;26-SEP-14;320000;289;PMDB
03656678000115;C11C6FD89C0F120;00676213000138;03-OCT-14;100000;290;PMDB
03656678000115;08620D760CC43BB;00676213000138;29-SEP-14;150000;291;PMDB
03656678000115;850281;00676213000138;22-SEP-14;500000;292;PMDB
03656678000115;CB2711F7FA85F90;00676213000138;03-OCT-14;50000;293;PMDB
03656678000115;052E09FACC8A2CE;00676213000138;23-OCT-14;500000;294;PMDB
03656678000115;850156;00676213000138;08-SEP-14;65000;295;PMDB
03656678000115;850323;00676213000138;22-SEP-14;350000;296;PMDB
03656678000115;850002;00676213000138;10-JUL-14;1000000;297;PMDB
03656678000115;2A504190BC968C6;00676213000138;29-SEP-14;500000;298;PMDB
03656678000115;850014;00676213000138;22-JUL-14;250000;299;PMDB
03656678000115;850499;00676213000138;22-OCT-14;100000;300;PMDB
03656678000115;850030;00676213000138;31-JUL-14;1000000;301;PMDB
03656678000115;11628FEC2E6EB5F;00676213000138;03-OCT-14;50000;302;PMDB
03656678000115;846E0BD88D7CA0A;00676213000138;29-SEP-14;1250000;303;PMDB
03656678000115;850175;00676213000138;08-SEP-14;1000000;304;PMDB
03656678000115;9D07CC220BBFED1;00676213000138;02-OCT-14;70000;305;PMDB
03656678000115;19EFB418CBE8D9C;00676213000138;03-OCT-14;500000;306;PMDB
04160131000197;850028;00676213000138;29-JUL-14;1000000;307;PMDB
04160131000197;850488;00676213000138;21-OCT-14;38000;308;PMDB
04160131000197;850037;00676213000138;07-AUG-14;150000;309;PMDB
04160131000197;850115;00676213000138;28-AUG-14;150000;310;PMDB
04160131000197;1000;00676213000138;24-OCT-14;750000;311;PMDB
04160131000197;1000;00676213000138;24-OCT-14;1000000;312;PMDB
04160131000197;850255;00676213000138;15-SEP-14;1200000;313;PMDB
04160131000197;1000;00676213000138;24-OCT-14;500000;314;PMDB
04160131000197;850208;00676213000138;15-SEP-14;500000;315;PMDB
04160131000197;1000;00676213000138;24-OCT-14;210000;316;PMDB
04160131000197;850487;00676213000138;21-OCT-14;367000;317;PMDB
04160131000197;850060;00676213000138;14-AUG-14;630000;318;PMDB
04160131000197;850134;00676213000138;03-SEP-14;500000;319;PMDB
04160131000197;1000;00676213000138;23-OCT-14;55000;320;PMDB
04160131000197;850061;00676213000138;14-AUG-14;60000;321;PMDB
04160131000197;850373;00676213000138;29-SEP-14;75000;322;PMDB
04160131000197;850139;00676213000138;03-SEP-14;75000;323;PMDB
04160131000197;850149;00676213000138;03-SEP-14;300000;324;PMDB
04160131000197;850062;00676213000138;14-AUG-14;300000;325;PMDB
04160131000197;850090;00676213000138;20-AUG-14;300000;326;PMDB
04160131000197;850501;00676213000138;22-OCT-14;148000;327;PMDB
04160131000197;850489;00676213000138;21-OCT-14;258000;328;PMDB
04160131000197;850071;00676213000138;14-AUG-14;440000;329;PMDB
04160131000197;850493;00676213000138;21-OCT-14;50000;330;PMDB
04160131000197;850056;00676213000138;14-AUG-14;56000;331;PMDB
04160131000197;1000;00676213000138;23-OCT-14;45000;332;PMDB
04160131000197;850492;00676213000138;21-OCT-14;78000;333;PMDB
04160131000197;850058;00676213000138;14-AUG-14;136000;334;PMDB
04160131000197;850342;00676213000138;22-SEP-14;250000;335;PMDB
04160131000197;1000;00676213000138;23-OCT-14;52000;336;PMDB
04160131000197;1000;00676213000138;23-OCT-14;29000;337;PMDB
04160131000197;850059;00676213000138;14-AUG-14;88000;338;PMDB
04160131000197;1000;00676213000138;23-OCT-14;31000;339;PMDB
04160131000197;850490;00676213000138;21-OCT-14;55000;340;PMDB
04160131000197;850057;00676213000138;14-AUG-14;96000;341;PMDB
04160131000197;1000;00676213000138;23-OCT-14;21000;342;PMDB
04160131000197;850473;00676213000138;21-OCT-14;500000;343;PMDB
04160131000197;1000;00676213000138;23-OCT-14;100000;344;PMDB
04160131000197;850486;00676213000138;21-OCT-14;176000;345;PMDB
04160131000197;1000;00676213000138;24-OCT-14;200000;346;PMDB
04160131000197;1000;00676213000138;23-OCT-14;385000;347;PMDB
04160131000197;850484;00676213000138;21-OCT-14;673000;348;PMDB
04160131000197;1000;00676213000138;03-OCT-14;500000;349;PMDB
04160131000197;1000;00676213000138;24-OCT-14;1000000;350;PMDB
04160131000197;850271;00676213000138;17-SEP-14;250000;351;PMDB
08203721000100;850191;00676213000138;09-SEP-14;900000;352;PMDB
08203721000100;850125;00676213000138;28-AUG-14;32711.2;353;PMDB
08203721000100;850027;00676213000138;31-JUL-14;1000000;354;PMDB
08203721000100;850143;00676213000138;03-SEP-14;4600.28;355;PMDB
08203721000100;850142;00676213000138;03-SEP-14;4084;356;PMDB
08203721000100;850144;00676213000138;03-SEP-14;3000.95;357;PMDB
08203721000100;850145;00676213000138;03-SEP-14;4211;358;PMDB
08203721000100;850505;00676213000138;22-OCT-14;4000000;359;PMDB
08203721000100;850194;00676213000138;09-SEP-14;1500000;360;PMDB
08203721000100;850109;00676213000138;28-AUG-14;22226.8;361;PMDB
08203721000100;850126;00676213000138;28-AUG-14;430000;362;PMDB
08203721000100;850135;00676213000138;03-SEP-14;208429;363;PMDB
08203721000100;850320;00676213000138;22-SEP-14;7730;364;PMDB
08203721000100;850110;00676213000138;28-AUG-14;8387.53;365;PMDB
08203721000100;850257;00676213000138;15-SEP-14;250000;366;PMDB
08203721000100;850036;00676213000138;07-AUG-14;1000000;367;PMDB
08203721000100;850377;00676213000138;26-SEP-14;200000;368;PMDB
08203721000100;850506;00676213000138;22-OCT-14;500000;369;PMDB
08203721000100;850127;00676213000138;28-AUG-14;500000;370;PMDB
08203721000100;850195;00676213000138;16-SEP-14;500000;371;PMDB
08203721000100;850182;00676213000138;11-SEP-14;1000000;372;PMDB
08203721000100;850482;00676213000138;20-OCT-14;2000000;373;PMDB
08203721000100;850357;00676213000138;22-SEP-14;500000;374;PMDB
08203721000100;850147;00676213000138;03-SEP-14;4000.05;375;PMDB
08203721000100;850148;00676213000138;03-SEP-14;4300;376;PMDB
08203721000100;850112;00676213000138;28-AUG-14;13420;377;PMDB
08203721000100;850146;00676213000138;03-SEP-14;3063.1;378;PMDB
08203721000100;850133;00676213000138;03-SEP-14;97295;379;PMDB
08203721000100;850192;00676213000138;09-SEP-14;900000;380;PMDB
08203721000100;850414;00676213000138;29-SEP-14;18033;381;PMDB
08203721000100;850404;00676213000138;29-SEP-14;18033.2;382;PMDB
08203721000100;850295;00676213000138;22-SEP-14;85971.9;383;PMDB
08203721000100;850161;00676213000138;08-SEP-14;291046;384;PMDB
08203721000100;850064;00676213000138;14-AUG-14;1000000;385;PMDB
08203721000100;850298;00676213000138;22-SEP-14;291046;386;PMDB
08203721000100;850117;00676213000138;27-AUG-14;29356.2;387;PMDB
08203721000100;850193;00676213000138;09-SEP-14;950000;388;PMDB
08203721000100;0001;00676213000138;10-JUL-14;1780000;389;PMDB
08203721000100;850141;00676213000138;03-SEP-14;154749;390;PMDB
08203721000100;850092;00676213000138;20-AUG-14;750000;391;PMDB
08203721000100;850042;00676213000138;07-AUG-14;30000;392;PMDB
08203721000100;850129;00676213000138;28-AUG-14;42776.2;393;PMDB
08203721000100;850285;00676213000138;22-SEP-14;1000000;394;PMDB
08203721000100;850321;00676213000138;22-SEP-14;500000;395;PMDB
08203721000100;850242;00676213000138;15-SEP-14;1000000;396;PMDB
08203721000100;850245;00676213000138;15-SEP-14;250000;397;PMDB
08203721000100;850091;00676213000138;20-AUG-14;1000000;398;PMDB
08203721000100;850105;00676213000138;28-AUG-14;1000000;399;PMDB
08203721000100;850479;00676213000138;20-OCT-14;500000;400;PMDB
08203721000100;850480;00676213000138;20-OCT-14;200000;401;PMDB
08203721000100;850273;00676213000138;17-SEP-14;50000;402;PMDB
08203721000100;850111;00676213000138;28-AUG-14;12581.2;403;PMDB
08319972000155;000007;00676213000138;10-JUL-14;500000;404;PMDB
13549175000102;850424;00676213000138;02-OCT-14;150000;405;PMDB
13549175000102;850422;00676213000138;02-OCT-14;100000;406;PMDB
13549175000102;850397;00676213000138;29-SEP-14;1000000;407;PMDB
13549175000102;1000;00676213000138;02-OCT-14;1000000;408;PMDB
20603433000149;002427;00676213000138;27/10/2014;500000;409;PMDB
20609054000166;850354;00676213000138;22/09/2014;200000;410;PMDB
20614448000102;1633103;00676213000138;10/09/2014;500000;411;PMDB
20614448000102;1632804;00676213000138;10/09/2014;500000;412;PMDB
20614448000102;1586810;00676213000138;10/09/2014;250000;413;PMDB
20614448000102;7724673;00676213000138;10/10/2014;1500000;414;PMDB
20614448000102;3430954;00676213000138;15/09/2014;100000;415;PMDB
20614448000102;3430676;00676213000138;15/09/2014;35000;416;PMDB
20614448000102;9675085;00676213000138;08/09/2014;500000;417;PMDB
20614448000102;3533561;00676213000138;15/09/2014;420000;418;PMDB
